dataset,bearing,indicator,life_frac,value
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.0094,0.00969
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.01128,0.01161
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.01316,0.0096
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.01504,0.01068
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.01692,0.00862
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.0188,0.00975
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.02068,0.01309
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.02256,0.01144
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.02444,0.01299
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.02632,0.01615
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.0282,0.0134
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.03008,0.01133
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.03195,0.01377
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.03383,0.01253
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.03571,0.01234
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.03759,0.01115
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.03947,0.00597
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.04135,0.00703
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.04323,0.00942
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.04511,0.00858
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.04699,0.00977
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.04887,0.00435
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.05075,0.0068
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.05263,0.00432
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.05451,0.00616
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.05639,0.00465
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.05827,0.00319
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.06015,0.00313
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.06203,0.00446
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.06391,0.00334
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.06579,0.00621
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.06767,0.00518
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.06955,0.00445
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.07143,0.00348
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.07331,0.00176
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.07519,0.00358
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.07707,0.00212
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.07895,0.00712
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.08083,0.00382
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.08271,0.00449
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.08459,0.0059
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.08647,0.0023
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.08835,0.00345
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.09023,0.00174
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.09211,0.00367
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.09398,0.00485
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.09586,0.00125
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.09774,0.00448
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.09962,0.00268
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.1015,0.00048
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.10338,0.00274
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.10526,0.00183
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.10714,0.00411
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.10902,0.00416
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.1109,0.00444
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.11278,0.0045
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.11466,0.00408
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.11654,0.00726
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.11842,0.00418
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.1203,0.01019
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.12218,0.0034
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.12406,0.0065
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.12594,0.00559
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.12782,0.00511
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.1297,0.00794
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.13158,0.00641
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.13346,0.00414
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.13534,0.0
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.13722,0.00264
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.1391,0.00527
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.14098,0.00497
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.14286,0.02135
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.14474,0.0042
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.14662,0.00714
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.1485,0.0085
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.15038,0.00725
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.15226,0.00664
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.15414,0.00979
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.15602,0.00793
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.15789,0.00436
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.15977,0.0087
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.16165,0.00748
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.16353,0.0059
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.16541,0.01056
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.16729,0.00712
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.16917,0.00889
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.17105,0.00917
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.17293,0.0094
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.17481,0.01083
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.17669,0.01138
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.17857,0.01946
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.18045,0.01351
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.18233,0.01083
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.18421,0.01478
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.18609,0.00668
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.18797,0.01427
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.18985,0.00988
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.19173,0.00871
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.19361,0.00581
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.19549,0.01141
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.19737,0.00966
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.19925,0.01076
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.20113,0.00904
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.20301,0.01123
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.20489,0.01001
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.20677,0.01307
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.20865,0.00919
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.21053,0.00803
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.21241,0.00759
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.21429,0.0089
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.21617,0.01077
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.21805,0.00984
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.21992,0.00826
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.2218,0.00974
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.22368,0.00892
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.22556,0.0122
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.22744,0.01501
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.22932,0.01505
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.2312,0.01939
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.23308,0.01576
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.23496,0.01287
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.23684,0.01438
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.23872,0.02606
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.2406,0.02487
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.24248,0.02638
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.24436,0.02774
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.24624,0.02811
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.24812,0.03337
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.25,0.02838
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.25188,0.03043
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.25376,0.03122
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.25564,0.02998
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.25752,0.02944
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.2594,0.03316
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.26128,0.03034
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.26316,0.02426
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.26504,0.02818
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.26692,0.0261
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.2688,0.03184
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.27068,0.03139
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.27256,0.03214
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.27444,0.02749
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.27632,0.02876
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.2782,0.02688
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.28008,0.0289
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.28195,0.02527
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.28383,0.02736
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.28571,0.02844
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.28759,0.02967
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.28947,0.02579
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.29135,0.02981
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.29323,0.0286
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.29511,0.02865
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.29699,0.02846
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.29887,0.02684
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.30075,0.0289
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.30263,0.02893
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.30451,0.03182
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.30639,0.03193
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.30827,0.0329
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.31015,0.03062
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.31203,0.03692
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.31391,0.03856
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.31579,0.03786
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.31767,0.04066
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.31955,0.03561
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.32143,0.0338
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.32331,0.03978
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.32519,0.03808
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.32707,0.0376
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.32895,0.03326
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.33083,0.03413
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.33271,0.03551
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.33459,0.03564
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.33647,0.0368
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.33835,0.03916
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.34023,0.04061
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.34211,0.0296
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.34398,0.03247
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.34586,0.03429
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.34774,0.03286
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.34962,0.03374
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.3515,0.03235
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.35338,0.03207
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.35526,0.03392
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.35714,0.03354
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.35902,0.03238
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.3609,0.03249
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.36278,0.03589
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.36466,0.03626
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.36654,0.03709
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.36842,0.0423
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.3703,0.04235
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.37218,0.03707
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.37406,0.03884
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.37594,0.03225
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.37782,0.03308
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.3797,0.03679
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.38158,0.0374
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.38346,0.03364
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.38534,0.03352
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.38722,0.03436
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.3891,0.03251
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.39098,0.03156
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.39286,0.0326
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.39474,0.0319
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.39662,0.03502
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.3985,0.03895
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.40038,0.03163
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.40226,0.03545
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.40414,0.0336
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.40602,0.03644
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.40789,0.04582
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.40977,0.0376
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.41165,0.03143
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.41353,0.0326
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.41541,0.04162
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.41729,0.03419
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.41917,0.03326
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.42105,0.03612
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.42293,0.03618
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.42481,0.03421
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.42669,0.03307
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.42857,0.03248
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.43045,0.03318
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.43233,0.03543
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.43421,0.04025
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.43609,0.03697
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.43797,0.03664
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.43985,0.03821
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.44173,0.03794
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.44361,0.04176
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.44549,0.0378
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.44737,0.04148
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.44925,0.03964
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.45113,0.0398
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.45301,0.0339
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.45489,0.02991
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.45677,0.03078
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.45865,0.02558
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.46053,0.03105
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.46241,0.03101
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.46429,0.03578
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.46617,0.03897
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.46805,0.03906
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.46992,0.0381
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.4718,0.03874
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.47368,0.0371
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.47556,0.03637
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.47744,0.03948
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.47932,0.0462
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.4812,0.04047
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.48308,0.04773
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.48496,0.04234
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.48684,0.04227
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.48872,0.04039
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.4906,0.0402
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.49248,0.04425
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.49436,0.03973
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.49624,0.04033
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.49812,0.04078
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.5,0.03962
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.50188,0.04377
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.50376,0.03828
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.50564,0.04198
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.50752,0.0399
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.5094,0.04555
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.51128,0.04753
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.51316,0.04239
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.51504,0.04518
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.51692,0.04029
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.5188,0.04412
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.52068,0.04455
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.52256,0.04648
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.52444,0.04365
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.52632,0.05519
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.5282,0.04015
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.53008,0.04277
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.53195,0.03886
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.53383,0.0436
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.53571,0.04226
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.53759,0.04563
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.53947,0.04497
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.54135,0.04383
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.54323,0.05054
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.54511,0.0427
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.54699,0.04677
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.54887,0.04235
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.55075,0.0441
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.55263,0.04257
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.55451,0.04118
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.55639,0.043
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.55827,0.03856
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.56015,0.0452
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.56203,0.04101
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.56391,0.03894
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.56579,0.04175
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.56767,0.06101
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.56955,0.05731
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.57143,0.06407
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.57331,0.05892
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.57519,0.05677
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.57707,0.04905
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.57895,0.05104
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.58083,0.05096
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.58271,0.04966
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.58459,0.04555
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.58647,0.04658
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.58835,0.05247
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.59023,0.06763
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.59211,0.07651
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.59398,0.08555
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.59586,0.0839
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.59774,0.07573
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.59962,0.07641
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.6015,0.07889
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.60338,0.0851
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.60526,0.0912
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.60714,0.10439
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.60902,0.10773
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.6109,0.13911
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.61278,0.19603
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.61466,0.19312
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.61654,0.20551
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.61842,0.20502
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.6203,0.20454
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.62218,0.19972
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.62406,0.20989
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.62594,0.19745
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.62782,0.20763
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.6297,0.214
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.63158,0.20261
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.63346,0.21768
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.63534,0.21678
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.63722,0.23504
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.6391,0.24102
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.64098,0.22105
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.64286,0.22982
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.64474,0.21968
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.64662,0.22606
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.6485,0.22908
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.65038,0.23588
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.65226,0.24797
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.65414,0.26125
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.65602,0.23937
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.65789,0.22045
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.65977,0.21032
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.66165,0.22445
xjtu_sy,37.5Hz11kN_Bearing2_3,RMS,0.66353,0.20107
